comment,sentiment
众所周知 试吃 菜单 餐前 送 西瓜 酸奶 稀 不甜 感觉 做 加浓稠剂 饮料 喝 知道 15 一种 乳酸饮料 感觉 喜欢 天使 奶茶 19 魔鬼 天使 里面 饮料 瓶子 造型 瓶子 带回家 奶茶 不错 不甜 不腻 瓶子 样子 差强人意 某人 坚持 带回家 无 语 菜品 咖 花椰菜 28 干 煸 豆角 调味 喜欢 推荐 馋 鱼蜜 虾 58 虾仁 质量 含糊 挺 新鲜 东西 乏过 甜甜 鲜鲜 推荐 鱼 黄盖 38 锅塌 感觉 里面 小 虾仁 鱼 看到 味道 咸鲜 总结 一下 菜品 味道 不错 饮料 一般般 希望 机会 尝试 一些 他家 菜 位置 哈尔滨 道 窄 临街 不难 找 ,1
满怀 期待 不想 ,0
十一点 排队 人太多 ,1
味道 服务 到位 推荐 ,0
服务 好 有位 美女 服务员 热情 菜品 量 不错 排骨 拉皮 不错 红烧肉 肥而 不腻 蛏子 分量 挺 足 ,1
吃 太饱 公婆 爸妈 吃 太 开心 完全 不用 自助 取 坐等 送来 肉 好 肉 一波接 一波 吃 撑 看见 服务员 送 肉 还会 再 消化 消化 烤 玉米 烤梅肉 烤鸡 翅 蛋挞 棉花 糖 超级 好 ,1
宝贝 过生日 选 这家 店 滨江 商厦 后面 挺 好找 坐在 第二层 早 排队 时 已经 等待 他家 天津 菜 做 创意 奶茶 特殊 器皿 装 馋 鱼蜜 虾 下面 小鱼 游来游去 真想 带回家 他家 团 购票 合适 ,1
之前 喜欢 这家 吃 n 次 10.7 号 之前 看到 评论 吃 拉肚子 想 今天 朋友 拉肚子 不断 涨价 整顿 ,0
菜量 味道 不错 服务 有待 完善 顾客 太多 总体 好 ,1
口味 吃 一次 就够 再 吃 ,0
很火 店 点到 足足 一个 小时 敢动 地方 里面 有点像 南京 大排档 唱曲 服务员 好 帮忙 推荐 菜 小炒 猪肝 味道 不错 干酪 鱼 奶味 果冻 服务员 提醒 小 吊梨汤 一起 吃 拉肚子 牛肉 烩 饭量 足 小吊梨汤 银耳 里面 粘 粘 总体 好吃 糖饼 凉糕 好吃 ,1
自助餐 排名 第一 肉 特别 好吃 烤 好 牛仔 送上来 一定 推荐 ,1
算是 新 东北菜 环境 饭点 等位 ,1
过年 好 好 久 好多 菜 吃 上菜 慢死 差 以前 店 挺 好 真不知道 ,0
没什么 新意 特色 失望 ,0
反差 太 也许 不太会 点菜 也许 撞 干酪 鱼 素 烧鹅 接受 也许 北京 吃 正宗 ,0
菜品 口味 比较 便宜 种类 比较 自助餐 来说 不错 ,1
排 小时 后 告知 特色菜 点 晚到 人点 最 堵心 菜 里 吃 头发 ,0
大悦 城吃 上当 感觉 店大欺客 中午 连意面 甜点 饮料 还开 饭店 菜单 银台 平板 电脑 点单 态度 特别 不好 怠慢 顾客 巨 失望 下次 ,0
锅包肉 好吃 正宗 菜 咸 海参 半个 ,1
种草 好久 辜负 期待 菜品 种类 丰富 下次 还会 ,1
超差评 菜单 菜品 服务员 强迫 只 推荐 一次 炒 好 几桌 菜品 一个 厨师 so .... 菜品 味道 难吃 点菜 时 服务员 告诉 本店 发票 好评 深表 怀疑 ,0
量 实惠 味道 适合 朋友 聚会 人太多 ,1
值得 这么久 上菜 特别 慢 催 好 菜 服务员 态度 特别 不好 所谓 店里 最大 领导 顾客 吵架 态度 再也不会 素质 领导 员工素质 高 到哪去 没见 一家 店 服务员 顾客 吵架 真是 店大欺客 结完 帐 收拾 东西 服务员 已经 下 一批 顾客 过来 赶人 态度 超级 不好 再也不会 ,0
服务 环境 好 算 不错 熏 排骨 熏 有股 苦味 铁板 茄子 肉馅 炸 太 网红菜 下次 一定 慎重 真心 不怎么样 ,0
味道 量 小 排队 排 久 真不知道 好吃 ,0
挺 好 适合 小盆友 闺女 觉得 行 天使 奶茶 瓶子 挺 可爱 菜品 偏甜口 酸梅汤 太甜 ,1
家常菜 味道 重口 肉 厚实 朋友 带我去 两人 160 喜欢 熏 排骨 入味 拉皮 酱汁 浓郁 锅包肉 酥脆 有点 油 京都 肉饼 一层层 肉 吃 两块 很饱 还会 再 ,1
喜欢 东北菜 尝尝 挺不错 ,1
性价比 太高 价位 这种 质量 真心 不错 最 喜欢 各种各样 贝类 胃口 脆弱 肉 真的 吃 两口 腻 最后 多样 尝挺 可惜 蛋糕 不错 吃 生 蚝 真的 新鲜 火 道理 需要 改进 地方 bgm 单一 应该 多放点 音乐 希望 店家 生意兴隆 ,1
第二次 吃 今天 妈妈 儿子 品尝 熏 排骨 拉皮 特别 值得 推荐 奶 香饼 油 好吃 他家 菜量 实惠 以后 还会 ,1
不错 烤 感觉 不错 尝试 ,1
一周 之内 两个 推荐 小伙伴 人超 半个 小时 点 刀鱼 忘 咸 大失所望 ,0
挺好吃 菜量 少 点 环境 不错 好多 晚 排队 赠送 小吃 饿 不到 肚子 小吊梨汤 值得 一品 他家 特色 外带 瓶装 贵 只能 小时 喝完 挺 好 老人 喝 不错 不甜 ,1
焗 饭 味道 好 网速 太 差 点个 菜费 死劲 ,1
味道 不错 开发票 太 方便 填 方便 人性 ,0
以前 这次 不太好 希望 负责人 解决 一下 药费 问题 ,0
陪个 朋友 吃 真的 再来 吃 那种 装修 风格 好像 一个 咖啡厅 应该 只能 做 简餐 估计 厨房 很小 直接 导致 上菜 速度 慢 蛋糕 口感 应该 配送 加工 脆皮 叉烧 肉 根本 吃 脆皮 肉 烹饪 火候 不够 肥肉 失败 吃 最差 叉烧 肉 鲜虾 芒果 沙拉 实在 太 可笑 做 一点 清爽 很腻 难吃 木瓜 垫底 中间 西红柿 丁 上面 一点 芒果 三个 虾 五个 蓝莓 西红柿 占 配料 一大半 最 主要 小 西红柿 很大 那种 意面 做 一般化 不好不坏 吃 再 想 吃 下次 那种 焗 饭 做 不怎么样 烤箱 温度 太高 导致 下面 米饭 糊 上面 牛肉 柴 芝士 融到 米饭 牛肉 土豆 里 端上来 一冷成 一个 芝士 盖子 厨师 一看 很着急 上菜 根本 考虑 菜品 好坏 建议 还成 下午 茶餐厅 主菜 做 太烂 买点 饮料 咖啡 小 蛋糕 挺配 装修 还要 提 一下 服务员 面前 喊 三四次 装 听 不到 服务员 砸碎 盘子 吓人 ,0
一年 前来 这次 故地重游 吃 私房 菜 地方 三层 老式 洋房 改 装修 布置 加 菜品 老板 用心 菜品 家常菜 味道 好 名字 特色 位置 名流 茶馆 附近 吃 完 正好 听相声 菜花 看着 素净 入口 味道 极好 虾球 酸甜 口 可口 还点 招牌 剔牙 鸡 光顾 吃 没来 拍照 以后 机会 天津 ,1
两次 第一次 抽奖 抽中 一个 杯子 喜欢 炸蟹 抓 烤 大虾 玉米 ,1
吃 性价比 最好 自助餐 一家老小 满意 ,1
吃 吐 难吃 死 没吃过 难吃 饭 ,0
鸡肉 没事 关键 太 难吃 ,0
没吃过 每回 爆满 知道 一个 东北菜 火成 机会 一定 品尝 一下 ,1
两个 中午 特别 没想到 工作日 号 二十分钟 左右 位置 门口 号 号 领 一个 鸡蛋 加 一个 一个 带领 之后 服务员 带到 一半 走 搞 知道 坐 问 一个 服务员 位置 真心 觉得 尴尬 菜 挺快 貌似 点 推荐 小吊梨汤 挺不错 越 喝 下面 味道 越 浓 一大 壶 超值 建议 点 豆腐 说实话 没什么 味道 口感 酱 爆 核桃 鸭脯 不错 薄饼 裹 吃 味道 好 适合 小孩子 梨球 果仁 虾 不错 爱 吃 梨球 面太厚 虾 不错 肉龙 挺 实在 肉 得到 价格 不贵 味道 ,1
翻开 相册 看见 菜 没照 来说 这家 店 算是 网红店 北京 特色 一家 餐厅 类似 南京 大排档 当地 特色 菜品 北方 喜欢 那种 口味 中 这次 点 松仁 三鲜 牛肉 烩饭 干酪 鱼 小吊梨汤 豌豆黄 素 烧鸡 口味 不错 价格 还行 两个 喝 一壶 梨 汤 有点 喝 干酪 鱼 超级 好吃 浓浓的 奶香 好吃 爆 ,1
太贵 主要 觉得 特别 好吃 环境 不错 吃个 环境 显然 环境 亮点 ,0
大众 这家 店 超火 一点多 门口 等位 依然 一个多 小时 真是太 火爆 环境 不错 菜品 特色 ,1
光顾 补餐 及时 人多 显得 嘈杂 定单 间 费劲 早 订 邻近 订 ,1
上菜 剧慢 甜品店 吃 正餐 建议 店里 人不多 点菜 现在 已经 过去 40 分钟 只 水 知道 吃 ,0
服务员 OK 受不了 点 完餐 结账 菜量 少 可怜 面 几根 开 多家 可不可以 兼顾 一下 品质 太伤 主顾 反正 再来 身边 朋友 素 ps 意大利 面吃 尖 辣子 谁能给 解释一下 有图 这种 食材 放 ,0
知道 这家 为啥 五星 吃饭 最 看重 味道 奶茶 巨难 喝 稀 不行 味道 杯子 好看 鱼皮 熟食店 买来 小 凉菜 虾球 腻 腻 顿饭 唯一 吃 菜 盘子 好看 下面 小鱼 游 张三丰 一道 菜 海参 丝 炒 肉丝 做 好吃 上菜 太慢 三个 菜 两 小时 结账 觉得 不值 推荐 ,0
菜 名字 好听 菜 摆盘 好看 味道 实在 太 完全 第二次 吃 必要 ,0
恶心 一次 就餐 食物 中有 异物 很长 一根 塑料 条 见图 后厨 卫生 令人堪忧 菜味 服务 餐厅 还会 火 实在 令人不解 再 光顾 ,0
真不知道 五颗星 哪来 朋友 之前 来过 味道 真的 不行 烤肉 好吃 鱿鱼 硬 嚼 不动 自选 吃 几个 下咽 入口 蛏子 黑 甜品 巨 难吃 豆浆 感觉 调 好多 东西 第一次 再也不会 坐 不到 两个 小时 最后 见到 蜜汁 梅肉 ,0
真是 服 点 完餐 半个 小时 动静 一问 下单 半个 小时 之后 下单 工作人员 挺 干 正事 愤怒 ,0
北京 吃 小 吊梨汤 入驻 天津 大悦 城 以来 光顾 现在 想 写 一下 点评 环境 坐过 卡座 大厅 包房 他家 装潢 注意 细节 北京 韵味儿 做 挺 最 喜欢 卡座 木质 珠帘 做 隔断 劲儿 菜品 比较 重 口味 最 喜欢 【 腊八 蒜 大肠 】 【 小 煎 猪肝 】 腊八 蒜 腌 特别 入味 已经 盛夏 吃 冬天 特有 味道 解馋 猪肝 煎 挺 嫩 吃 两口 有点 腻 【 牛肉汤 烩饭 】 很受 一起 吃饭 同伴 喜爱 每个 第一次 吃 必点 这道 足以 受欢迎 程度 众多 甜品 点 心里 点 一遍 只 选 我会 毫不犹豫 选择 【 干酪 鱼 】 北方 炒菜 油大 吃 一口 干酪 鱼 非常适合 解腻 每次 会点 服务 每次 碰到 一个 热情 爽快 大叔 大哥 还会 顾客 聊天 了解 用餐 感受 感觉 亲切 请客吃饭 朋友 一是 尝尝鲜 二是 服务态度 菜品 不错 天天 排长队 ,1
慕名 想象 中好 有点 金 汉斯 感觉 ,0
大众 点评 排行 靠前 朋友 尝试 一下 特色 一家 小店 小 三层 装潢 清新 适合 情侣 闺蜜 八个 人大 聚会 还好 赶上 那天 人不多 服务员 拼桌 三楼 单间 菜名 很靓 味道 感觉 一般般 家常 小炒 馋 鱼蜜 虾 木桶 饭 感觉 不错 点餐 大哥 幽默 上菜 二哥 搞笑 气氛 ,1
麻麻 中午 味道 不错 麻麻 喜欢 上菜 慢 点 环境 挺 好 ,1
一个 牛肉 烩饭 吃 汤 泡饭 感觉 平心而论 干酪 鱼 不错 没想到 量 小 每个 热菜 吃 凉菜 感觉 梨 汤 感觉 家里 梨 汤加 点 藕粉 ,0
时间 太长 小时 吃 三十分钟 ,1
太差 忘记 做 退 ,0
满意 超多 水游城 停车 方便 ,1
怕人 11 点多 11 点 半点 餐 12 点 吃 ,0
第一次 吃 烤 玉米 鱿鱼 墨鱼 丸 好吃 鸡翅 烤肉 稍微 烤肉 东西 吃 尤其 寿司 披萨 蛋挞 太 难吃 第二次 没去 成 原因 人太多 前台 服务态度 差 浪费时间 以后 再也 不去 ,0
人太多 味道 好 ,1
挺 好 门面 有点 小 不好 找 ,1
真 觉得 哪好 浪费 钱 知道 多人 肉辣死 知道 新 新鲜 反正 ,0
娜家 最早 风 荷园 吃 当时 感觉 排队 时间 还长 这家 店 排队 时间 长 本来 想 吃 下午茶 生生的 排到 吃完饭 地方 挺 适合 姐妹 间小聚 姑娘 吃 吃 点心 喝喝 饮料 聊聊 七七八八 生活 真的 太 惬意 这家 店 热 巧克力 做 拉花 真的 美的 海鲜 烩饭 真是 良心 作品 料足味 好 海鲜 处理 干净 味道 很鲜 不腥 特殊 时期 喝酒 喝咖啡 饮料 继续 喝 他家 意面 味道 不错 妓女 意 面 真的 味道 很冲 开胃 好吃 可惜 今天 吃 榴莲 蛋糕 下回 再 补上 华夫饼 真的 太太 太太 好吃 哪款 好吃 每次 必点 ,1
真心 觉得 中 好 点 餐 图片 差距 太大 味道 好 高 分 刷 不好意思 实话实说 ,0
知道 火 时间段 有人 排号 今天 遇到 一桌 顾客 服务员 挺 厉害 告诉 没法 几个 女服务员 要死 菜谱 摔 桌子 一个 一个 小姑娘 脸拉 长白山 怎么着 吃饭 花钱 以为 欠 钱 找 碗 米饭 擦 走路 刮 一阵风 甩下 一碗 饭 擦 桌边 放 真心 差点 没掉 地上 这招 服务员 招来 少奶奶 摆清 位置 那菜 打死 卖盐 赛 口味 不算 太 清淡 咸死 ,0
原本 想 试试 家人 一起 排号 态度 太差 说话 太 呛 心情 回头 店 试试 ,0
环境 比错 菜品 全 口味 ,1
菜量 适合 老人 口味 长辈 合适 素菜 吃素 找到 几个 不错 菜品 总体 分 ,1
点 意 面上 异物 醉 换 一份 我太好 说话 ,0
家常菜 味道 环境 还成 希望 继续 努力 ,0
知道 为啥 排 多人 老公 吃 一次 觉得 味道 ,0
不错 宝宝 喜欢 等位 时间 太长 ,1
很久以前 去过 一次 总店 等位 好久 这次 大悦 城 这家 倒 太久 点餐 发现 好多 菜 卖完 味道 太 差劲 菜量 口味 价格 成正比 再 ,0
朋友 特色菜 口味 正宗 喜欢 ,1
太好了 真是 不错 一周 一趟 不错 不错 ,1
点 柠檬 鸡 第一口 不错 第二口 发现 吃 满嘴 糖 请问 糖 便宜 放 后 服务员 一通 家 规定 点心 饮料 刷卡 X 可不可以 不带 钱 装 高端 外面 排号 屋里 面 坐 人桌 座位 少 空位 占 一半 排队 玩 饥饿 营销 差评 以后 这家 ,0
挺不错 适合 朋友 小聚 真的 好 热 ,1
三个 四个 菜 一个 好吃 地道 东北 吃 正宗 东北菜 我家 附近 东北 小 馆子 做得好 油 豆角 半糊锅 蛏子 咸又糊 鱼 一般般 西芹 腰果 百合 腰果 服务员 忘记 加 端 走 菜 盘 回来 上面 撒 一点 崩溃 再 第二次 ,0
第一 吃 顺利 手机 排号 很快 点 招牌 不错 ,1
服务 太 差 同类 价格 同类 餐厅 中 体验 最差 一次 ,0
味道 算 菜 份量 环境 满分 服务 好 ,1
吃 家门口 味道 不错 ,1
不错 环境 老板 热心 适合 小 情侣 ,1
微贵 味道 学校 西餐厅 却贵 一倍 ,1
预期 好吃 小贵 确实 不错 奶酪 罐子 不甜 喜欢 彩虹 沙拉酱 汁 好吃 柠檬 鸡 一定 要配 柠檬 吃 妓女 面 味道 足 薯条 爱 饮料 贵 味道 不错 环境 布置 万圣节 气氛 浓浓 大赞 ,1
真的 好吃 反正 口味 熏 排骨 味道 稍重 口味 比较 重 鲈鱼 听 服务员 每天 只供 六条 有幸 吃 一条 觉得 味道 真的 不错 萝莉 小土豆 好吃 反正 今天 点 好吃 下次 还会 吃 没吃过 ,1
很无语 拔草 两点 排到 大悦 城 停水 厕所 没法 洗手 上菜 时管 服务员 湿巾 想 操作间 洗 下手 不行 最后 一杯 水 服务员 白眼 翻 菜品 真的 量 小 口味 不好 点 招牌 送 鸭架 汤 味道 关键 吃 完 回到 家 一家人 拉肚子 很无语 知道 火 前天 北京 一家 不起眼 饭店 里 吃 口味 好 ,0
终于 天津 开业 大悦 城 总是 开 一些 很火 餐厅 点到 小时 网红 餐厅 等位 正常 坐在 一个 小房间 里面 四张 桌子 大厅 里 坐小 屋里 真不错 小吊梨汤 每桌 必点 28 北京 一道 秋冬季 热饮 豆汁 齐名 铜制 提吊 称量 梨 汤 器物 一吊为 一壶 满满的 一大 壶 梨味 浓郁 里面 银耳 枸杞 带走 小 煎 猪肝 腥 味 很嫩 滑 肝 配菜 少 菜量 算 良心 小豆 凉糕 北京 传统 小吃 红豆 加 红糖 制成 味道 不错 本来 点肉龙 货 点 芝麻酱 粮饼 酥 芝麻 味道 重 小朋友 喜欢 吃 ,1
不让 自带 酒水 放 桌子 喝 不行 真心 味道 ,1
今天 中午 娜娜 家 拔草 之前 去过 一次 排队 等候 时间 太长 走 这次 中午 应该 有太多 他家 前面 三桌 等位 号 门口 接待 服务员 挺 热情 扫 二维码 加 微信 微信 提前 点餐 节约 时间 提高效率 实际 用餐 体验 很差 点评 他家 评价 不错 今天 整个 用餐 下来 感觉 失望 有失 五星 好评 名声 之前 已经 点 好餐 门口 服务员 领位 后 坐下 一直 坐 服务员 找 不到 一会 服务员 过来 完点 餐码 走 十分钟 厨师 沙拉 服务员 餐具 提醒 找 不到 餐具 一直 最后 只能 找 一个 服务员 餐具 推荐 沙拉 真是 无语 大部分 生菜 加苦 菊 拌 上点 面包干 和培根 料 厨师 沙拉 真是 水准 太低 第二道 菜 黄金 妓女 面 盘子 倒 挺 味道 料 同样 吃 意面 里 最 两道菜 吃 完后 一直 两个 菜 服务员 催 三次 一直 一直 傻 坐 十五分钟 第三道 菜 焗 咖喱 牛肉 饭才 真的 没什么 心情 吃 下去 牛肉 饭 吃 完 第四个 菜 点 一个 沙拉 沙拉 最快 吃 完 沙拉 做好 水准 真是太 低级 服务员 催菜 十分钟 真是 无语 这次 用餐 体验 太差 希望 店家 能够 改进 ,0
不错 饭点 人太多 显得 有点 乱 菜品 好吃 贵 ,1
好吃 排队 等候 服务员 一直 催着 顾客 点餐 真是 够 ,1
无良 商家 今天 八个 人去 聚餐 提前 位置 告诉 交 全款 留 位置 大桌 不去 退款 好 订 规矩 遵守 结账 少退 20 押金 剩 20 块钱 理论 剩 有凭有据 一句 剩 扣钱 实在 接受 提前 告知 剩多 出门 退款 直接 扣 真的 好 牛 逼 感觉 凭证 摆出来 看看 解释 店大欺客 请 想 吃 朋友 考虑 慎重 味道 越来越 难吃 真心 值得 花 76 块钱 ,0
发现 这家 店 搜寻 滨江道 隐秘 小吃 发现 DP 评价 比较 菜单 比较 特色 觉得 应该 挺 文艺 一个 创意 菜 小店 天下 班 同事 满怀 期待 大失所望 回归 地理位置 滨江 商厦 后面 那天 小 路上 哈尔滨 道 旁边 烧麦 馆 好像 反正 记着 滨江道 正后 身 挺 好找 门脸 一共 三层楼 层楼 装 下 四五桌 样子 楼梯 很窄 开业 段时间 装修 显得 新 装修 应该 挺 用心 每层 转角 一个 大屏幕 不知 那天 周末 一个 工作日 晚上 超级 有点 晚 安排 楼上 一个 角落 座位 感觉 有点 破旧 服务员 菜单 走 菜单 上面 图片 地道 天津 菜 只不过 换 一个 高大 名字 价格 菜 贵 好多 剔牙 鸡 牙签 肉 七号 肉丝 鱼香肉丝 鱼 黄盖 锅塌 里脊 反正 最 纯正 天津 菜 重点 选好 服务员 点餐 找 不到 本来 以为 服务员 自觉 等会儿 久 楼上 喊 没用 下楼 点餐 没什么 连汤 做不了 需要 真的 醉 菜 油 超级 味道 一般般 再 ,0
两个 战战兢兢 点 两个 菜 一个 主食 剩下 打包 量 评价 服务员 态度 不好 感觉 挺 热情 孜然 炒牛 三样 板金多 比较 爱 吃 吃 太 干 熏 排骨 熏 味道 确实 重 咸味 不够 吃 几口 腻 我俩 一人 啃 一块 剩下 全部 打包带 走 奶香手 抓饼 一端 真的 太香 香死 吃 嘴里 脆脆 口感 好 奶 香味 道 十足 吃 噎 慌 太干 不错 看到 旁边 桌点 东北 拉皮 果断 拒绝 太大 菜 粉少 一拌 开 一大 盆子 适合 人多 点来 吃 这次 两人 几样 想 吃 点 下次 人多 再 试试 想 试试 西红柿 牛腩 称子 ,1
需要 提前 号 排队 就餐 环境 好 点 几样 大众 点评 推荐 菜 最 喜欢 奶 香饼 奶 味十足 超级 好吃 ,1
